codeSad,nomM,nomF
82605,Aide-technique (Micrographie),Aide-technique (Micrographie)
82606,Technicien info. (Recrutement),Technicienne info.(Recrutemen)
82607,Assist. de labo. (pharmacie),Assist. de labo. (pharmacie)
82700,Technicien sout. labo inform.,Technicienne sout. labo inform
82701,Technicien sout.labo médiatis.,Technicienne sout.labo médiat.
82702,Technicien soutien multimédia,Technicienne soutien multimédi
82703,Tech. électrotech. - infrastr.,Tech. électrotech. - infrastr.
82710,Tech. médiatisation-prod.,Tech. médiatisation-prod.
82711,Technicien en photo.-Aménagem.,Technicienne en photo.-Aménag.
82800,Plongeur,Plongeuse
82801,Plongeur,Plongeuse
82802,Secrataire administratif,Secrétaire administrative
82803,Technicien infographe-cartog.,Technicienne infographe-cartog
82987,Surveillant(Salle d'entraînem),Surveillante(Salle d'entraîn.)
82988,Sacristain,Sacristine
82989,Conseiller sportif,Conseillère sportive
82990,Garde (MVT),Garde (MVT)
82991,Professeur (Activ.culturelles),Professeure (Activ.culturelle)
82992,Diététiste,Diététiste
82993,Préposé aux premiers soins,Préposée aux premiers soins
82994,Patrouilleur (ski),Patrouilleuse (ski)
82995,Responsable (Activ.sportives),Responsable (Activ.sportives)
82996,Marqueur (Sports),Marqueuse (Sports)
82997,Instructeur (Sports),Instructrice (Sports)
82998,Arbitre (Sports),Arbitre (Sports)
82999,Sauveteur (Natation),Sauveteuse (Natation)
83001,Commis animalier,Commis animalier
83002,Oper. equip. fin. imp.,Oper. equip. fin. imp.
83003,Fonctions syndicales,Fonctions syndicales
83004,Appariteur,Apparitrice
83005,Constable,Constable
83006,Mécanicien machines fixes 4B,Mécanicienne machines fixes 4B
83007,Mécanicien machines fixes 2B,Mécanicienne machines fixes 2B
83008,Prép. préparation des labos,Prép. préparation des labos
83009,Électromécanicien,Électromécanicienne
83010,Commis appareils libre-serv.,Commis appareils libre-serv.
83101,Électricien,Électricienne
83102,Magasinier (mag.ateliers),Magasinière (mag.ateliers)
83103,Apprenti-électricien,Apprentie-électricienne
83104,Chef de groupe,Chef de groupe
83105,Préposé au remorquage,Préposée au remorquage
83106,Préposé au bar,Préposée au bar
83107,Aide général cuisine,Aide générale cuisine
83108,Caissier-serveur,Caissière-serveuse
83109,Caissier,Caissière
83110,Réceptionniste,Réceptionniste
83111,Cuisinier 1,Cuisinière 1
83112,Cuisinier 2,Cuisinière 2
83113,Cuisinier 3,Cuisinière 3
83114,Réparateur d'équipements,Réparatrice d'équipements
83115,Préposé à la pizza 1,Préposée à la pizza 1
83116,Préposé à la pizza 2,Préposée à la pizza 2
83117,Chef d'équipe (Bars),Chef d'équipe (Bars)
83118,Cuisinier,Cuisinière
83119,Laveur,Laveuse
83120,Préposé (Équipements sportifs),Préposée(Équipements sportifs)
83121,Préposé au gril,Préposée au gril
83122,Serveur,Serveuse
83123,Opérateur en charge du lavoir,Opératrice en charge du lavoir
83124,Pâtissier,Pâtissière
83125,Mécanicien machines fix.cl.2,Mécanicienne machines fix.cl.2
83126,Mécanicien machines fix.cl. 3,Mécanicienne machines fix.cl.3
83127,Mécanicien machines fix.cl.4,Mécanicienne machines fix.cl.4
83128,Cuisinier (St-Hippolyte),Cuisinière (St-Hippolyte)
83129,Serveur,Serveuse
83130,Caissier,Caissière
83131,Ferblantier,Ferblantière
83132,Ferblantier (Vent.-climatis),Ferblantière (Vent.-climatis)
83133,Ferblantier-soudeur(vent/clim),Ferblantière-soudeuse(vent/cl)
83134,Ferblantier-soudeur(vent.-cl.),Ferblantière-soudeuse(vent.-cl
83135,Mécanicien-soudeur,Mécanicienne-soudeuse
83136,Mécanicien d'accessoires,Mécanicienne d'accessoires
83137,Caissier-serveur,Caissière-serveuse
83138,Préposé à la pizza,Préposée à la pizza
83139,Cuisinier (Mont-Mégantic),Cuisinière (Mont-Mégantic)
83140,Préposé véhicules moteurs,Préposée véhicules-moteurs
83141,Mécanicien en tuyauterie,Mécanicienne en tuyauterie
83142,Apprenti-mécanicien (Tuyaut.),Apprentie-mécanicienne(Tuyaut)
83143,Aide-général (Cuisines),Aide générale (Cuisines)
83144,Mécanicien (Équip.d'imprimer.),Mécanicienne(Équip.d'imprimer)
83145,Réparateur d'équipements,Réparatrice d'équipements
83146,Surveillant,Surveillante
83147,Agent de sécurité,Agente de sécurité
83148,Aide général (Cuisines),Aide générale (Cuisines)
83149,Animalier 2,Animalière 2
83150,Assembleur,Assembleuse
83151,Plâtrier (Maçon-plâtrier),Plâtrière (Maçonne-plâtrière)
83152,Menuisier,Menuisière
83153,Menuisier-ébéniste,Menuisière-ébéniste
83154,Peintre,Peintre
83155,Serrurier,Serrurière
83156,Vitrier,Vitrière
83157,Aide serrurier,Aide serrurière
83158,Sacristain,Sacristaine
83159,Surveillant,Surveillante
83160,Brigadier,Brigadière
83161,Caissier,Caissière
83162,Caissier-serveur,Caissière-serveuse
83163,Concierge-appariteur,Concierge-apparitrice
83164,Concierge-appariteur (CSN),Concierge-apparitrice (CSN)
83165,Cuisinier (Mont-Mégantic),Cuisinière (Mont-Mégantic)
83166,Cuisinier (St-Hippolyte),Cuisinière (St-Hippolyte)
83167,Laveur,Laveuse
83168,Préposé service(Mont-Mégantic),Préposée service(Mont-Mégant)
83169,Préparateur,Préparatrice
83170,Serveur,Serveuse
83171,Officier de sécurité,Officière de sécurité
83172,Agent de sécurité,Agente de sécurité
83173,Gardien,Gardienne
83174,Gardien de stationnement,Gardienne de stationnement
83175,Gardien-Station biologie,Gardienne-Station biologie
83176,Assistant chef d'atelier,Assistante chef d'atelier
83177,Gardien (Nuit),Gardienne (Nuit)
83178,Opérateur (Perf.élect.+adres.),Opératrice(Perf.élect.+adres.)
83179,Opérateur-plieur,Opératrice-plieuse
83180,Opérateur-duplicata (Plans),Opératrice-duplicata (Plans)
83181,Opérateur-duplicat (Offsett) 1,Opératrice-duplicata (Offset)1
83182,Opérateur-duplicat (Offsett)2,Opératrice-duplicata(Offsett)2
83183,Opérateur-duplicateur,Opératrice-duplicatrice
83184,Opérateur-duplicateur,Opératrice-duplicatrice
83185,0pérateur(Machine photocopier),Opératrice(Machine photocopie)
83186,Varitypiste,Varitypiste
83187,Placier-ouvreur,Placière-ouvreuse
83188,Opérateur(Mach.photocomposit.),Opératrice(Mach.photocomposit)
83189,Réparateur d'équipements,Réparatrice d'équipements
83190,Manutentionnaire,Manutentionnaire
83191,Magasinier,Magasinière
83192,Gardien,Gardienne
83193,Commis-magasinier,Commis-magasinière
83194,Commis (Courrier),Commis (Courrier)
83195,Opérateur(Machinerie-finition),Opératrice(Machinerie-finitio)
83196,Aide-cuisinier,Aide-cuisinière
83197,Préposé à l'atelier,Préposée à l'atelier
83198,Cuisinier 1,Cuisinière 1
83199,Cuisinier 2,Cuisinière 2
83200,Cuisinier 3,Cuisinière 3
83201,Aide de laboratoire,Aide de laboratoire
83202,Préposé aux filtres,Préposée aux filtres
83203,Préposé ateliers (Hist. l'art),Préposée ateliers(Hist. l'art)
83204,Préposé ateliers (Psychologie),Préposée ateliers(Psychologie)
83205,Aide-cuisinier,Aide-cuisinière
83206,Magasinier,Magasinière
83207,Maître-serrurier,Maître-serrurière
83208,Préposé entr. sani équip mécan,Préposée entr. sani équip méca
83209,Peintre au pistolet,Peintre au pistolet
83210,Messager-chauffeur -rect.,Messagère-chauffeuse -rect.
83211,Messager-chauffeur (SEBT),Messagère-chauffeuse (SEBT)
83212,Commis-chauffeur,Commis-chauffeuse
83213,Manoeuvre-chauffeur,Manoeuvre-chauffeuse
83214,Messager-chauffeur,Messagère-chauffeuse
83215,Manoeuvre-chauffeur (SA),Manoeuvre-chauffeuse (SA)
83216,Menuisier d'entretien,Menuisière d'entretien
83217,Menuisier d'entretien,Menuisière d'entretien
83218,Préposé à l'entretien ménager,Préposée à l'entretien ménager
83219,Chef d'équipe (Conciergerie),Chef d'équipe (Conciergerie)
83220,Préposé entretien ménager-20h,Préposée entretien ménager-20h
83221,Préposé aux ateliers (CAV),Préposée aux ateliers (CAV)
83222,Concierge-appariteur (CSN),Concierge-appariteuse (CSN)
83223,Concierge-appariteur,Concierge-appariteuse
83224,Concierge d'immeuble,Concierge d'immeuble
83225,Préposé à l'entretien,Préposée à l'entretien
83226,Préposé au ménage,Préposée au ménage
83227,Concierge d'immeuble (MT.M),Concierge d'immeuble (MT.M)
83228,Préposé entretien paysag./terr,Préposée entretien paysag./ter
83229,Préposé (Entretien ménager),Préposée (Entretien ménager)
83230,Homme de ménage,Femme de ménage
83231,Préposé ménage (C.COM.RES),Préposée ménage (C.COM.RES)
83232,Lingère,Lingère
83233,Préposé aux vestiaires,Préposée aux vestiaires
83234,Préposé aux services-St-Hyac.,Préposée aux services-St-Hyac.
83235,Prép. entr. (prév.-incendie),Prép. entr. (prév.-incendie)
83236,Préposé à l'entretien (SIES),Préposée à l'entretien (SIES)
83237,Homme de service,Femme de service
83238,Préposé entret.ménage (Résid),Préposée entret.ménage (Résid)
83239,Préposé entretien (Serv.méc.),Préposée entretien (Serv.méc.)
83240,Préposé entret.ménager (SEBT),Préposée entret.ménager (SEBT)
83241,Mécanicien mach.fixe (Entret.),Mécanicienne mach.fixe(Entret)
83242,Chef de succursale,Chef de succursale
83243,Chef de groupe (Serv.aliment.),Chef de groupe (Serv.aliment.)
83244,Préposé entretien (Terr./mach),Préposée entretien(Terr./mach)
83245,Préposé aux transports,Préposée aux transports
83246,Préposé - Clinique dentaire,Préposée - Clinique dentaire
83247,Préposé - Salle de nécropsie,Préposée - Salle de nécropsie
83248,Mécanicien d'entretien,Mécanicienne d'entretien
83249,Préposé à l'approvisionnement,Préposée à l'approvisionnement
83250,Apprenti-mécanicien mach.fixes,Apprentie-mécanicienne mach.fi
83251,Photolithographe,Photolithographe
83252,Patrouilleur,Patrouilleuse
83261,Commis en charge,Commis en charge
83262,Aide de clinique,Aide de clinique
83263,Assistant entret.pompe&compr.,Assistante entret.pompe&compr
83264,Ferblantier-couvreur,Ferblantière-couvreuse
83265,Maçon-briqueteur,Maçonne-briqueteuse
83266,Préposé succursale(photo.),Préposée succursale(photo.)
83268,Apprenti-serrurier,Apprentie-serrurière
83269,Serveur (salle à manger),Serveuse (salle à manger)
83270,Serveur (Salle à manger),Serveuse (Salle à manger)
83271,Conducteur d'ascenseur,Conductrice d'ascenseur
83272,Menuisier,Menuisière
83273,Ébéniste,Ébéniste
83275,Étudiant,Étudiante
83276,Préposé aux régies,Préposée aux régies
83277,Prép. princ. parcs stationne.,Prép. princ. parcs stationne.
83281,Aide général,Aide générale
83282,Aide spécialisé en toiture,Aide spécialisée en toiture
83283,Préposé à la stérilisation,Préposée à la stérilisation
83284,Commis-magasinier (s.alim),Commis-magasinière (s.alim)
83285,Serveur-banquet,Serveuse-banquet
83286,Serveur-banquet,Serveuse-banquet
83287,Préposé (Cont.mat.dangereuses),Préposée(Cont.mat.dangereuse)
83288,Oper. pr. équip. fin. imp.,Oper. pr. équip. fin. imp.
83291,Assembleur,Assembleuse
83292,Préparateur,Préparatrice
83293,Opérateur principal mach.finit,Opératrice principale mach.fin
83297,Aide général,Aide générale
83301,Animalier 1,Animalière 1
83302,Animalier 2,Animalière 2
83303,Animalier-préposé (Entretien),Animalière-préposée(Entretien)
83304,Animalier 1,Animalière 1
83305,Mécanicien de distributrices,Mécanicienne de distributrices
83306,Opérateur de distributrices,Opératrice de distributrices
83307,Préposé labo. enseign & atel.,Préposée labo. enseign & atel.
83308,Préposé estimations (Imprim.),Préposée estimations (Imprim.)
83309,Préposé soins animaliers,Préposée soins animaliers
83310,Préposé aux services généraux,Préposée aux services généraux
83311,Préposé hygiène environnement.,Préposée hygiène environnement
83312,Aide animalier,Aide animalière
83400,Plombier d'entretien,Plombière d'entretien
83443,Commis-préparateur,Commis-préparatrice
83444,Commis-préparateur,Commis-préparatrice
83474,Préposé prêts (Entret.-équip.),Préposée prêts(Entret.-équip.)
83485,"Opérateur(Ass., broch.,plieus)","Opératrice(Ass., broch.,plieu)"
83486,Préposé aux services-St-Hyp.,Préposée aux services-St-Hyp.
83496,Chef d'équipe de nuit,Chef d'équipe de nuit
83500,Préposé à l'entretien général,Préposée à l'entretien général
83507,Aide général (Menuiserie),Aide générale (Menuiserie)
83508,Chauffeur messager,Chauffeure messagère
83600,Magasinier (Atelier),Magasinière (Atelier)
83601,Magasinier d'atelier,Magasinière d'atelier
83602,Préposé prêts équip.sportifs,Préposée prêts équip.sportifs
83603,Opérateur (Duplicateur),Opératrice (Duplicateur)
83604,Infographiste,Infographiste
83605,Préposé installations-CEPSUM,Préposée installations-CEPSUM
83606,Chef de succursale (Polycopie),Chef de succursale (Polycopie)
83607,Mécanicien entretien (pompes),Mécanicienne entretien(pompes)
83608,Manoeuvre journalier,Manoeuvre journalière
83609,Opérateur machines atelier,Opératrice machines atelier
83610,Animalier,Animalière
83611,Animalier,Animalière
83612,Plâtrier (Tireur de joints),Plâtrière (Tireuse de joints)
83613,Cuisinier (stat.rech.),Cuisinière (stat.rech.)
83614,Cuisinier (stat.rech.),Cuisinière (stat.rech.)
83615,Magasinier-Serv. alim.,Magasinierère-Serv. alim.
83616,Mécanicien en tuyauterie,Mécanicienne en tuyauterie
83617,Préposé (Entretien mécanique),Préposée (Entretien mécanique)
83618,Constable spécial,Constable spéciale
83619,Constable spécial,Constable spéciale
83620,Travailleur(Métal en feuilles),Travailleuse(Métal en feuille)
83621,Gardien-Station Mt-Mégan.,Gardienne-Station Mt-Mégan.
83622,Gardien-Station-St.Hippo.,Gardienne-Station-St.Hippo.
83623,Chef cuisinier,Chef-cuisinière
83624,Chef cuisinier,Chef cuisinière
83625,Opérateur syst.numér.impress.,Opératrice syst.numér.impress.
83626,Préposé nettoyage (nutrition),Préposée nettoyage (nutrition)
83627,Magasinier princ. centre appro,Magasinière princ. cntre appro
83628,Apprenti mécanicien tuyauter.,Apprentie mécanicienne tuy.
83999,Titre non disponible,Titre non disponible
94001,Agent de recherche,Agente de recherche
94002,Conseiller recherche (nature & vie),Conseillère recherche (nature & vie)
94003,Agent recherche (nature&Vie2),Agente recherche (nature&Vie2)
94004,Agent recherche (société 1),Agente recherche (société 1)
94005,Agent recherche (société 2),Agente recherche (société 2)
94006,Agent recherche (société 2),Agente recherche (société 2)
94007,Agent recherche (math & TI 1),Agente recherche (math & TI 1)
94008,Agent recherche (math & TI 2),Agente recherche (math & TI 2)
