idsadvr,sexe,langues.nom,langues.medium,affiliations.fonction.codeSad,affiliations.fonction.nom,formations.diplome,formations.annee,formations.institutions.nom,formations.institutions.paysNom,formations.institutions.paysCode
in34629,M,Français,Écrit,42031,Professeur invité,"Diplôme d’Artiste, Interprétation Orgue",2010,Conservatoire de Musique et d'Art Dramatique du Québec,Canada,CA
in34629,M,Français,Écrit,42031,Professeur invité,Prix du Conservatoire en Contrepoint,2007,,,
in34629,M,Anglais,Oral,42031,Professeur invité,Prix en Direction d'Orchestre,2011,Conservatoire de Musique et d'Art Dramatique du Québec,Canada,CA
in34629,M,Anglais,Oral,42031,Professeur invité,"Diplôme d’Artiste, Interprétation Orgue",2010,Conservatoire de Musique et d'Art Dramatique du Québec,Canada,CA
in34629,M,Anglais,Oral,42031,Professeur invité,Prix du Conservatoire en Contrepoint,2007,,,
in34629,M,Français,Oral,42031,Professeur invité,Prix en Direction d'Orchestre,2011,Conservatoire de Musique et d'Art Dramatique du Québec,Canada,CA
in34629,M,Français,Oral,42031,Professeur invité,"Diplôme d’Artiste, Interprétation Orgue",2010,Conservatoire de Musique et d'Art Dramatique du Québec,Canada,CA
in34629,M,Français,Oral,42031,Professeur invité,Prix du Conservatoire en Contrepoint,2007,,,
in34630,M,Français,Écrit,42032,Professeur associé,,,,,
in34630,M,Français,Oral,42032,Professeur associé,,,,,
in34769,M,Anglais,Écrit,42011,Professeur adjoint,,,,,
in34769,M,Français,Écrit,42011,Professeur adjoint,,,,,
in34769,M,Anglais,Oral,42011,Professeur adjoint,,,,,
in34769,M,Français,Oral,42011,Professeur adjoint,,,,,
in34773,M,Anglais,Écrit,52070,Professeur/chercheur adjoint,,,,,
in34773,M,Français,Écrit,52070,Professeur/chercheur adjoint,,,,,
in34773,M,Anglais,Oral,52070,Professeur/chercheur adjoint,,,,,
in34773,M,Français,Oral,52070,Professeur/chercheur adjoint,,,,,
in34820,M,Anglais,Écrit,42032,Professeur associé,,,,,
in34820,M,Français,Écrit,42032,Professeur associé,,,,,
in34820,M,Espagnol; castillan,Écrit,42032,Professeur associé,,,,,
in34820,M,Anglais,Oral,42032,Professeur associé,,,,,
in34820,M,Français,Oral,42032,Professeur associé,,,,,
in34820,M,Espagnol; castillan,Oral,42032,Professeur associé,,,,,
in34831,M,,,42011,Professeur adjoint,,,,,
in34902,F,Anglais,Écrit,42016,Professeure adjointe de clinique,Bachelor of Science in Nursing,2016,Université McGill,Canada,CA
in34902,F,Anglais,Écrit,42016,Professeure adjointe de clinique,Maîtrise en formation en sciences infirmières,2021,Université de Montréal,Canada,CA
in34902,F,Français,Écrit,42016,Professeure adjointe de clinique,Bachelor of Science in Nursing,2016,Université McGill,Canada,CA
in34902,F,Français,Écrit,42016,Professeure adjointe de clinique,Maîtrise en formation en sciences infirmières,2021,Université de Montréal,Canada,CA
in34902,F,Anglais,Oral,42016,Professeure adjointe de clinique,Bachelor of Science in Nursing,2016,Université McGill,Canada,CA
in34902,F,Anglais,Oral,42016,Professeure adjointe de clinique,Maîtrise en formation en sciences infirmières,2021,Université de Montréal,Canada,CA
in34902,F,Français,Oral,42016,Professeure adjointe de clinique,Bachelor of Science in Nursing,2016,Université McGill,Canada,CA
in34902,F,Français,Oral,42016,Professeure adjointe de clinique,Maîtrise en formation en sciences infirmières,2021,Université de Montréal,Canada,CA
in34903,M,,,42011,Professeur adjoint,,,,,
in34905,F,,,42011,Professeure adjointe,,,,,
in34906,F,,,42011,Professeure adjointe,,,,,
in34906,F,,,53091,Chercheuse,,,,,
in34929,F,,,42011,Professeure adjointe,,,,,
in34931,M,,,42016,Professeur adjoint de clinique,,,,,
in34962,M,,,42011,Professeur adjoint,PhD,2014,Washington University in St. Louis,États-Unis,US
in34962,M,,,42011,Professeur adjoint,A.M.,2008,Washington University in St. Louis,États-Unis,US
in34962,M,,,42011,Professeur adjoint,B.A.,2005,Penn State University,États-Unis,US
in34962,M,,,42011,Professeur adjoint,B.A.,2005,Penn State University,États-Unis,US
in34963,M,,,42032,Professeur associé,,,,,
in34964,M,,,42032,Professeur associé,,,,,
in34983,M,Anglais,Écrit,42011,Professeur adjoint,B.Sc.,2012,IE University,Espagne,ES
in34983,M,Anglais,Écrit,42011,Professeur adjoint,M.Sc.,2013,Universidad Complutense de Madrid,Espagne,ES
in34983,M,Anglais,Écrit,42011,Professeur adjoint,Post-graduate certificate,2016,University of Lincoln,Royaume-Uni,GB
in34983,M,Anglais,Écrit,42011,Professeur adjoint,Dr. rer. med.,2017,Charité Universitätsmedizin Berlin,Allemagne,DE
in34983,M,Anglais,Écrit,42011,Professeur adjoint,Post-doctorate,2022,Centre de recherche Hôpital Maisonneuve-Rosemont,Canada,CA
in34983,M,Espagnol; castillan,Écrit,42011,Professeur adjoint,B.Sc.,2012,IE University,Espagne,ES
in34983,M,Espagnol; castillan,Écrit,42011,Professeur adjoint,M.Sc.,2013,Universidad Complutense de Madrid,Espagne,ES
in34983,M,Espagnol; castillan,Écrit,42011,Professeur adjoint,Post-graduate certificate,2016,University of Lincoln,Royaume-Uni,GB
in34983,M,Espagnol; castillan,Écrit,42011,Professeur adjoint,Dr. rer. med.,2017,Charité Universitätsmedizin Berlin,Allemagne,DE
in34983,M,Espagnol; castillan,Écrit,42011,Professeur adjoint,Post-doctorate,2022,Centre de recherche Hôpital Maisonneuve-Rosemont,Canada,CA
in34983,M,Catalan; valencien,Oral,42011,Professeur adjoint,B.Sc.,2012,IE University,Espagne,ES
in34983,M,Catalan; valencien,Oral,42011,Professeur adjoint,M.Sc.,2013,Universidad Complutense de Madrid,Espagne,ES
in34983,M,Catalan; valencien,Oral,42011,Professeur adjoint,Post-graduate certificate,2016,University of Lincoln,Royaume-Uni,GB
in34983,M,Catalan; valencien,Oral,42011,Professeur adjoint,Dr. rer. med.,2017,Charité Universitätsmedizin Berlin,Allemagne,DE
in34983,M,Catalan; valencien,Oral,42011,Professeur adjoint,Post-doctorate,2022,Centre de recherche Hôpital Maisonneuve-Rosemont,Canada,CA
in34983,M,Français,Oral,42011,Professeur adjoint,B.Sc.,2012,IE University,Espagne,ES
in34983,M,Français,Oral,42011,Professeur adjoint,M.Sc.,2013,Universidad Complutense de Madrid,Espagne,ES
in34983,M,Français,Oral,42011,Professeur adjoint,Post-graduate certificate,2016,University of Lincoln,Royaume-Uni,GB
in34983,M,Français,Oral,42011,Professeur adjoint,Dr. rer. med.,2017,Charité Universitätsmedizin Berlin,Allemagne,DE
in34983,M,Français,Oral,42011,Professeur adjoint,Post-doctorate,2022,Centre de recherche Hôpital Maisonneuve-Rosemont,Canada,CA
in34985,F,,,42011,Professeure adjointe,,,,,
in34994,M,Français,Écrit,42011,Professeur adjoint,,,,,
in34994,M,Français,Oral,42011,Professeur adjoint,,,,,
in35005,M,Français,Écrit,42011,Professeur adjoint,,,,,
in35005,M,Français,Oral,42011,Professeur adjoint,,,,,
in35007,F,Anglais,Écrit,42011,Professeure adjointe,,,,,
in35007,F,Français,Écrit,42011,Professeure adjointe,,,,,
in35007,F,Anglais,Oral,42011,Professeure adjointe,,,,,
in35007,F,Français,Oral,42011,Professeure adjointe,,,,,
in35008,M,Français,Écrit,42011,Professeur adjoint,,,,,
in35008,M,Français,Écrit,53091,Chercheur,,,,,
in35008,M,Français,Oral,42011,Professeur adjoint,,,,,
in35008,M,Français,Oral,53091,Chercheur,,,,,
in35009,F,,,42011,Professeure adjointe,,,,,
in35010,F,,,42006,Professeure agrégée,,,,,
in35011,M,,,42016,Professeur adjoint de clinique,,,,,
in35012,M,,,42016,Professeur adjoint de clinique,,,,,
in35013,M,Anglais,Écrit,42011,Professeur adjoint,,,,,
in35013,M,Français,Écrit,42011,Professeur adjoint,,,,,
in35013,M,Anglais,Oral,42011,Professeur adjoint,,,,,
in35013,M,Français,Oral,42011,Professeur adjoint,,,,,
in35014,F,,,42011,Professeure adjointe,PhD,2022,Rutgers University--New Brunswick,États-Unis,US
in35019,M,,,42011,Professeur adjoint,,,,,
in35047,M,,,42011,Professeur adjoint,,,,,
in35055,M,Anglais,Écrit,42011,Professeur adjoint,Doctorat Optométrie (O.D),2017,,,
in35055,M,Anglais,Écrit,42011,Professeur adjoint,Maitrise - Vision Science,2012,,,
in35055,M,Anglais,Écrit,42011,Professeur adjoint,Maîtrise - Optométrie et Neurosciences,2010,Université Paris-Saclay,France,FR
in35055,M,Anglais,Écrit,42011,Professeur adjoint,PhD - Sciences de la vision,2020,,,
in35055,M,Français,Écrit,42011,Professeur adjoint,Doctorat Optométrie (O.D),2017,,,
in35055,M,Français,Écrit,42011,Professeur adjoint,Maitrise - Vision Science,2012,,,
in35055,M,Français,Écrit,42011,Professeur adjoint,Maîtrise - Optométrie et Neurosciences,2010,Université Paris-Saclay,France,FR
in35055,M,Français,Écrit,42011,Professeur adjoint,PhD - Sciences de la vision,2020,,,
in35055,M,Anglais,Oral,42011,Professeur adjoint,Doctorat Optométrie (O.D),2017,,,
in35055,M,Anglais,Oral,42011,Professeur adjoint,Maitrise - Vision Science,2012,,,
in35055,M,Anglais,Oral,42011,Professeur adjoint,Maîtrise - Optométrie et Neurosciences,2010,Université Paris-Saclay,France,FR
in35055,M,Anglais,Oral,42011,Professeur adjoint,PhD - Sciences de la vision,2020,,,
in35055,M,Français,Oral,42011,Professeur adjoint,Doctorat Optométrie (O.D),2017,,,
in35055,M,Français,Oral,42011,Professeur adjoint,Maitrise - Vision Science,2012,,,
in35055,M,Français,Oral,42011,Professeur adjoint,Maîtrise - Optométrie et Neurosciences,2010,Université Paris-Saclay,France,FR
in35055,M,Français,Oral,42011,Professeur adjoint,PhD - Sciences de la vision,2020,,,
in35076,F,Anglais,Écrit,42011,Professeure adjointe,Certificat en médecine buccale,2022,Atrium Health - Carolinas Medical Center,États-Unis,US
in35076,F,Anglais,Écrit,42011,Professeure adjointe,Certificat en pathologie buccale et maxillofaciale,2020,The Ohio State University,États-Unis,US
in35076,F,Anglais,Écrit,42011,Professeure adjointe,Maîtrise en science,2020,The Ohio State University,États-Unis,US
in35076,F,Anglais,Écrit,42011,Professeure adjointe,Certificat de résidence multidisciplinaire en médecine dentaire,2017,Université de Montréal,Canada,CA
in35076,F,Anglais,Écrit,42011,Professeure adjointe,Doctorat en médecine dentaire,2016,Université de Montréal,Canada,CA
in35076,F,Français,Écrit,42011,Professeure adjointe,Certificat en médecine buccale,2022,Atrium Health - Carolinas Medical Center,États-Unis,US
in35076,F,Français,Écrit,42011,Professeure adjointe,Certificat en pathologie buccale et maxillofaciale,2020,The Ohio State University,États-Unis,US
in35076,F,Français,Écrit,42011,Professeure adjointe,Maîtrise en science,2020,The Ohio State University,États-Unis,US
in35076,F,Français,Écrit,42011,Professeure adjointe,Certificat de résidence multidisciplinaire en médecine dentaire,2017,Université de Montréal,Canada,CA
in35076,F,Français,Écrit,42011,Professeure adjointe,Doctorat en médecine dentaire,2016,Université de Montréal,Canada,CA
in35076,F,Anglais,Oral,42011,Professeure adjointe,Certificat en médecine buccale,2022,Atrium Health - Carolinas Medical Center,États-Unis,US
in35076,F,Anglais,Oral,42011,Professeure adjointe,Certificat en pathologie buccale et maxillofaciale,2020,The Ohio State University,États-Unis,US
in35076,F,Anglais,Oral,42011,Professeure adjointe,Maîtrise en science,2020,The Ohio State University,États-Unis,US
in35076,F,Anglais,Oral,42011,Professeure adjointe,Certificat de résidence multidisciplinaire en médecine dentaire,2017,Université de Montréal,Canada,CA
in35076,F,Anglais,Oral,42011,Professeure adjointe,Doctorat en médecine dentaire,2016,Université de Montréal,Canada,CA
in35076,F,Français,Oral,42011,Professeure adjointe,Certificat en médecine buccale,2022,Atrium Health - Carolinas Medical Center,États-Unis,US
in35076,F,Français,Oral,42011,Professeure adjointe,Certificat en pathologie buccale et maxillofaciale,2020,The Ohio State University,États-Unis,US
in35076,F,Français,Oral,42011,Professeure adjointe,Maîtrise en science,2020,The Ohio State University,États-Unis,US
in35076,F,Français,Oral,42011,Professeure adjointe,Certificat de résidence multidisciplinaire en médecine dentaire,2017,Université de Montréal,Canada,CA
in35076,F,Français,Oral,42011,Professeure adjointe,Doctorat en médecine dentaire,2016,Université de Montréal,Canada,CA
in35083,M,Anglais,Écrit,42011,Professeur adjoint,Doctorat (Ph.D),2019,Université du Québec à Trois-Rivières,Canada,CA
in35083,M,Français,Écrit,42011,Professeur adjoint,Doctorat (Ph.D),2019,Université du Québec à Trois-Rivières,Canada,CA
in35083,M,Anglais,Oral,42011,Professeur adjoint,Doctorat (Ph.D),2019,Université du Québec à Trois-Rivières,Canada,CA
in35083,M,Français,Oral,42011,Professeur adjoint,Doctorat (Ph.D),2019,Université du Québec à Trois-Rivières,Canada,CA
in35086,M,,,42032,Professeur associé,,,,,
in35087,M,,,42032,Professeur associé,,,,,
in35088,M,,,42032,Professeur associé,,,,,
in35101,M,,,42032,Professeur associé,,,,,
in35114,F,Français,Écrit,42011,Professeure adjointe,,,,,
in35114,F,Anglais,Oral,42011,Professeure adjointe,,,,,
in35114,F,Français,Oral,42011,Professeure adjointe,,,,,
in35125,F,,,42016,Professeure adjointe de clinique,,,,,
in35149,M,,,42016,Professeur adjoint de clinique,,,,,
in35153,M,Anglais,Écrit,42016,Professeur adjoint de clinique,MDCM,1998,,,
in35153,M,Français,Écrit,42016,Professeur adjoint de clinique,MDCM,1998,,,
in35153,M,Anglais,Oral,42016,Professeur adjoint de clinique,MDCM,1998,,,
in35153,M,Français,Oral,42016,Professeur adjoint de clinique,MDCM,1998,,,
in35180,M,Anglais,Oral,42011,Professeur adjoint,,,,,
in35180,M,Français,Oral,42011,Professeur adjoint,,,,,
in35185,F,,,42032,Professeure associée,,,,,
in35186,F,Anglais,Écrit,42016,Professeure adjointe de clinique,,,,,
in35186,F,Français,Écrit,42016,Professeure adjointe de clinique,,,,,
in35186,F,Anglais,Oral,42016,Professeure adjointe de clinique,,,,,
in35186,F,Français,Oral,42016,Professeure adjointe de clinique,,,,,
in35187,F,,,42011,Professeure adjointe,,,,,
in35190,F,,,42011,Professeure adjointe,PhD (en cotutelle internationale),2020,École nationale d'administration publique,Canada,CA
in35190,F,,,42011,Professeure adjointe,PhD (en cotutelle internationale),2020,Université de Rennes 1,France,FR
in35190,F,,,42011,Professeure adjointe,PhD (en cotutelle internationale),2020,École nationale d'administration publique,Canada,CA
in35190,F,,,42011,Professeure adjointe,PhD (en cotutelle internationale),2020,Université de Rennes 1,France,FR
in35190,F,,,42011,Professeure adjointe,Master (maîtrise)  avec recherche,2010,Université Toulouse 1 Capitole,France,FR
in35190,F,,,42011,Professeure adjointe,Diplôme de SciencesPo Toulouse (niveau maîtrise),2010,Institut d'Études Politiques de Toulouse,France,FR
in35197,M,,,42001,Professeur titulaire,,,,,
in35198,M,,,42011,Professeur adjoint,,,,,
in35282,F,Anglais,Écrit,42011,Professeure adjointe,Ph. D.,2021,Université de Montréal,Canada,CA
in35282,F,Anglais,Écrit,42011,Professeure adjointe,M.A.,2016,Université de Montréal,Canada,CA
in35282,F,Anglais,Écrit,42011,Professeure adjointe,B.A.,2013,Université du Québec à Montréal,Canada,CA
in35282,F,Français,Écrit,42011,Professeure adjointe,Ph. D.,2021,Université de Montréal,Canada,CA
in35282,F,Français,Écrit,42011,Professeure adjointe,M.A.,2016,Université de Montréal,Canada,CA
in35282,F,Français,Écrit,42011,Professeure adjointe,B.A.,2013,Université du Québec à Montréal,Canada,CA
in35282,F,Espagnol; castillan,Écrit,42011,Professeure adjointe,Ph. D.,2021,Université de Montréal,Canada,CA
in35282,F,Espagnol; castillan,Écrit,42011,Professeure adjointe,M.A.,2016,Université de Montréal,Canada,CA
in35282,F,Espagnol; castillan,Écrit,42011,Professeure adjointe,B.A.,2013,Université du Québec à Montréal,Canada,CA
in35369,M,,,42001,Professeur titulaire,,,,,
in35404,M,,,42032,Professeur associé,,,,,
in35407,F,,,42011,Professeure adjointe,,,,,
in35423,F,Anglais,Écrit,42011,Professeure adjointe,,,,,
in35423,F,Français,Écrit,42011,Professeure adjointe,,,,,
in35423,F,Espagnol; castillan,Écrit,42011,Professeure adjointe,,,,,
in35423,F,Français,Oral,42011,Professeure adjointe,,,,,
in35441,F,Français,Écrit,42011,Professeure adjointe,Doctorat,2021,Université de Montréal,Canada,CA
in35441,F,Français,Écrit,42011,Professeure adjointe,Maitrise Bioéthique,2011,Université de Montréal,Canada,CA
in35441,F,Français,Écrit,42011,Professeure adjointe,Diplôme d'État,1992,Assistance Publique Hôpitaux de Paris,France,FR
in35441,F,Français,Oral,42011,Professeure adjointe,Doctorat,2021,Université de Montréal,Canada,CA
in35441,F,Français,Oral,42011,Professeure adjointe,Maitrise Bioéthique,2011,Université de Montréal,Canada,CA
in35441,F,Français,Oral,42011,Professeure adjointe,Diplôme d'État,1992,Assistance Publique Hôpitaux de Paris,France,FR
in35449,F,,,42001,Professeure titulaire,,,,,
in35450,M,,,42016,Professeur adjoint de clinique,,,,,
in35451,F,,,42016,Professeure adjointe de clinique,,,,,
in35459,M,Anglais,Écrit,42011,Professeur adjoint,,,,,
in35459,M,Anglais,Oral,42011,Professeur adjoint,,,,,
in35467,F,,,42011,Professeure adjointe,,,,,
in35474,,,,42011,,,,,,
in35483,M,Anglais,Écrit,42011,Professeur adjoint,Maîtrise,2007,,,
in35483,M,Anglais,Écrit,42011,Professeur adjoint,Baccalauréat,2004,,,
in35483,M,Français,Écrit,42011,Professeur adjoint,Maîtrise,2007,,,
in35483,M,Français,Écrit,42011,Professeur adjoint,Baccalauréat,2004,,,
in35483,M,Grec moderne (après 1453),Écrit,42011,Professeur adjoint,Maîtrise,2007,,,
in35483,M,Grec moderne (après 1453),Écrit,42011,Professeur adjoint,Baccalauréat,2004,,,
in35483,M,Anglais,Oral,42011,Professeur adjoint,Maîtrise,2007,,,
in35483,M,Anglais,Oral,42011,Professeur adjoint,Baccalauréat,2004,,,
in35483,M,Français,Oral,42011,Professeur adjoint,Maîtrise,2007,,,
